lon,lat,heat flow
26.38333333,49.03333333,37.6812
34.21666667,49.35,37.6812
105.0666667,53.26666667,37.6812
41.40274203,42.8366576,37.6812
41.72353775,42.19611546,37.6812
40.03333333,45.35,37.6812
55.66666667,58.08333333,37.6812
35.16666667,52.33333333,37.6812
16.87916667,40.49527778,37.683
113.98526,4.59403,37.68873915
121.166667,-30.95,37.69
-100.108,54.845,37.7
-118.58,39.3733,37.7
-118.18,39.5283,37.7
-108.78,31.8733,37.7
-117.88,42.05,37.7
-122.01,44.435,37.7
-113.09,38.3467,37.7
-113.2,38.0167,37.7
-112.75,38.2067,37.7
-112.44,38.8517,37.7
-94.5167,20.4833,37.7
-90.1,24.3833,37.7
34.4333,31.7637,37.7
113.477,33.6125,37.7
88.0989,40.3017,37.7
-2.966666667,53.41666667,37.7
12.48,47.2,37.7
86.91666667,55.83333333,37.7
89.91666667,55.0,37.7
91.33333333,53.83333333,37.7
135.45,34.65,37.7
49.3784,31.9846,37.71
29.36,-5.3,37.71
29.585,-5.77,37.71
34.88361,30.595,37.71
-99.605,56.485,37.8
-81.1631,46.7475,37.8
-106.36,31.825,37.8
-106.37,31.8767,37.8
34.747,31.8045,37.8
85.6533,45.7733,37.8
76.821,40.6698,37.8
-80.8267,46.6763,37.9
-91.3067,49.0358,37.9
-117.83,45.105,37.9
-113.54,39.4583,37.9
78.55305556,17.41722222,37.9
6.1833,21.0083,38.0
30.235,-7.2167,38.0
35.3,0.45,38.0
-8.175,10.8667,38.0
-12.38,22.62,38.0
-6.7467,30.515,38.0
-6.7567,30.515,38.0
8.75,10.75,38.0
10.0,35.5,38.0
30.4167,-18.1,38.0
-97.1317,49.8117,38.0
-77.2383,43.8633,38.0
-80.1167,43.45,38.0
-80.5167,42.6,38.0
-81.55,42.7333,38.0
-82.3667,42.8333,38.0
-82.2667,42.5667,38.0
-123.938,50.01,38.0
-123.401,49.4167,38.0
-73.9667,61.8117,38.0
-125.606,49.575,38.0
-63.9417,46.5083,38.0
-115.873,73.5283,38.0
-108.088,75.0383,38.0
-108.34,75.5333,38.0
-122.703,72.5617,38.0
-86.3017,77.2567,38.0
-104.036,76.6083,38.0
-85.605,47.66,38.0
-113.86,49.83,38.0
-113.43,49.48,38.0
-112.8,56.55,38.0
-113.44,56.55,38.0
-114.71,56.47,38.0
-116.15,56.73,38.0
-115.36,56.81,38.0
-116.47,56.81,38.0
-116.34,57.16,38.0
-123.943,50.0117,38.0
-125.151,49.805,38.0
-123.861,49.1017,38.0
-93.1359,49.7666,38.0
-91.3064,49.0439,38.0
-104.94,30.6033,38.0
-98.08,23.03,38.0
-88.4667,47.2833,38.0
-81.22,28.4667,38.0
-94.02,42.6333,38.0
-94.0533,42.6267,38.0
-104.266,32.4,38.0
-118.535,37.34,38.0
-84.3617,29.7917,38.0
-97.75,48.7667,38.0
-102.133,47.0167,38.0
-101.783,46.6667,38.0
-124.213,40.74,38.0
-83.25,32.7167,38.0
-71.7333,43.45,38.0
-121.648,45.4583,38.0
-122.608,40.5083,38.0
-122.878,41.58,38.0
-122.498,41.425,38.0
-110.925,34.54,38.0
-90.855,33.7933,38.0
-116.421,33.6167,38.0
-90.765,34.775,38.0
-118.546,42.3283,38.0
-84.6983,33.4983,38.0
-119.641,46.0433,38.0
-116.235,42.5767,38.0
-120.405,46.6183,38.0
-122.578,46.5467,38.0
-122.551,46.5333,38.0
-116.255,45.9667,38.0
-99.19,35.31,38.0
-158.02,69.15,38.0
-115.14,33.4417,38.0
-110.6,45.0417,38.0
-111.74,44.8883,38.0
-111.92,48.3333,38.0
-96.46,41.7783,38.0
-119.09,40.0283,38.0
-116.25,40.7267,38.0
-118.61,39.895,38.0
-117.93,39.7117,38.0
-116.46,36.84,38.0
-118.84,45.4517,38.0
-122.72,44.625,38.0
-121.7,42.1783,38.0
-121.8,42.125,38.0
-121.72,45.4433,38.0
-106.15,31.505,38.0
-104.1,30.17,38.0
-77.9,38.0367,38.0
-122.82,46.53,38.0
-109.31,44.3267,38.0
-97.89,26.11,38.0
-95.79,28.59,38.0
-95.97,28.72,38.0
-95.4,28.73,38.0
-98.67,29.0,38.0
-94.59,29.09,38.0
-96.7,29.43,38.0
-98.25,29.51,38.0
-97.67,29.65,38.0
-97.49,29.66,38.0
-94.34,29.69,38.0
-94.17,30.07,38.0
-95.0,31.76,38.0
-99.21,31.77,38.0
-99.87,31.7,38.0
-101.79,36.72,38.0
-102.63,31.13,38.0
-99.8,32.13,38.0
-101.39,32.06,38.0
-100.34,31.03,38.0
-98.48,31.85,38.0
-100.03,32.06,38.0
-101.82,32.5,38.0
-101.53,34.61,38.0
-99.66,32.74,38.0
-99.19,32.33,38.0
-100.1,31.6,38.0
-99.73,30.67,38.0
-100.19,31.36,38.0
-100.47,30.31,38.0
-98.46,31.54,38.0
-101.98,31.02,38.0
-99.14,32.19,38.0
-101.51,31.15,38.0
-100.69,34.49,38.0
-101.79,33.42,38.0
-99.9,30.5,38.0
-98.24,31.41,38.0
-101.2,32.05,38.0
-100.64,34.98,38.0
-99.52,32.16,38.0
-100.41,35.36,38.0
-101.45,36.56,38.0
-101.73,31.9,38.0
-102.7,33.12,38.0
-102.07,36.47,38.0
-100.8,35.41,38.0
-99.4,31.91,38.0
-99.72,32.07,38.0
-104.85,31.69,38.0
-101.4,32.85,38.0
-100.3,31.36,38.0
-100.26,31.47,38.0
-98.29,31.26,38.0
-101.01,35.35,38.0
-103.83,31.45,38.0
-102.22,35.71,38.0
-99.96,32.87,38.0
-102.47,30.51,38.0
-102.84,32.56,38.0
-101.22,34.13,38.0
-102.54,33.73,38.0
-102.26,36.59,38.0
-104.28,31.59,38.0
-100.15,31.28,38.0
-100.92,31.75,38.0
-99.04,32.29,38.0
-99.57,32.4,38.0
-102.6,33.36,38.0
-100.37,31.3,38.0
-101.74,36.38,38.0
-101.73,31.74,38.0
-100.18,35.27,38.0
-103.84,31.14,38.0
-101.8,33.68,38.0
-99.47,32.97,38.0
-102.31,36.42,38.0
-102.08,36.26,38.0
-102.05,32.95,38.0
-101.1,32.94,38.0
-100.31,32.87,38.0
-98.58,31.67,38.0
-101.82,31.72,38.0
-100.13,32.06,38.0
-100.05,32.12,38.0
-103.94,30.93,38.0
-103.1,31.76,38.0
-100.99,32.5,38.0
-99.74,32.41,38.0
-100.06,33.35,38.0
-100.04,32.6,38.0
-103.83,31.18,38.0
-100.6,33.93,38.0
-108.17,48.95,38.0
-112.08,48.32,38.0
-109.63,47.98,38.0
-112.08,48.57,38.0
-108.71,45.61,38.0
-111.78,48.26,38.0
-111.12,48.72,38.0
-109.26,47.93,38.0
-112.66,48.9,38.0
-103.51,32.42,38.0
-103.8,32.81,38.0
-103.15,32.1,38.0
-104.44,32.06,38.0
-104.35,34.94,38.0
-104.48,34.95,38.0
-91.21,28.33,38.0
-91.83,28.46,38.0
-91.04,28.47,38.0
-90.06,28.59,38.0
-92.09,28.59,38.0
-91.08,28.64,38.0
-91.65,28.68,38.0
-91.25,28.7,38.0
-91.22,28.74,38.0
-92.85,28.78,38.0
-90.19,28.78,38.0
-92.97,28.79,38.0
-91.07,28.84,38.0
-90.7,28.93,38.0
-91.26,28.94,38.0
-89.97,28.97,38.0
-92.53,29.07,38.0
-91.17,29.09,38.0
-91.73,29.25,38.0
-88.62,29.26,38.0
-91.47,29.34,38.0
-89.83,29.37,38.0
-88.43,29.46,38.0
-89.49,29.62,38.0
-89.97,29.63,38.0
-89.57,29.63,38.0
-89.28,29.67,38.0
-90.24,29.68,38.0
-90.11,29.74,38.0
-89.8,29.77,38.0
-93.3,29.91,38.0
-91.63,30.0,38.0
-91.85,30.04,38.0
-91.77,30.07,38.0
-90.9,30.12,38.0
-91.54,30.13,38.0
-91.16,30.25,38.0
-91.19,30.29,38.0
-91.07,30.3,38.0
-91.18,30.33,38.0
-91.03,30.39,38.0
-91.12,30.4,38.0
-90.22,30.55,38.0
-91.91,30.57,38.0
-92.0,30.6,38.0
-91.18,30.66,38.0
-92.07,30.68,38.0
-91.86,30.68,38.0
-91.37,30.8,38.0
-86.12,31.75,38.0
-90.2,34.91,38.0
-86.36,30.8,38.0
-95.32,26.96,38.0
-67.23,45.01,38.0
-67.03,44.92,38.0
-122.075,48.9367,38.0
-112.64,36.6917,38.0
-139.991,59.797,38.0
-62.965,-17.9717,38.0
-63.4883,-21.1233,38.0
-63.5783,-20.265,38.0
-42.8333,-12.5,38.0
-50.0833,-16.2333,38.0
-46.9833,-18.95,38.0
-35.875,-5.1533,38.0
-38.6817,-12.8817,38.0
-58.7117,-2.3467,38.0
-52.755,-27.91,38.0
-46.395,-21.6333,38.0
-94.93,17.55,38.0
-93.65,17.98,38.0
-92.53,18.23,38.0
-92.64,18.64,38.0
-97.0,21.0,38.0
121.167,-30.95,38.0
19.35,41.3167,38.0
19.6,40.95,38.0
43.8167,41.0667,38.0
50.0167,40.55,38.0
46.5833,40.7,38.0
48.1667,40.0833,38.0
47.6667,39.8333,38.0
50.0167,40.4167,38.0
50.0333,40.4333,38.0
25.2167,53.3667,38.0
16.8833,44.0333,38.0
26.4833,41.9667,38.0
28.65,42.6167,38.0
15.1,44.1,38.0
16.1,43.0,38.0
17.4,50.1833,38.0
25.5,58.5833,38.0
24.0833,60.2667,38.0
22.6833,61.65,38.0
10.1983,41.67,38.0
5.3733,41.955,38.0
-6.2217,47.2817,38.0
18.725,35.78,38.0
34.8833,30.595,38.0
35.04,31.1017,38.0
16.4817,40.5267,38.0
8.615,45.9367,38.0
11.7933,40.2567,38.0
8.74,45.48,38.0
138.16,34.63,38.0
137.738,35.475,38.0
62.1,51.8667,38.0
21.75,56.4667,38.0
28.4667,46.3333,38.0
3.3967,63.355,38.0
15.7133,72.465,38.0
11.1867,60.6417,38.0
22.3,52.9,38.0
25.7833,44.75,38.0
25.85,44.1,38.0
26.2833,44.7167,38.0
26.2,44.6333,38.0
26.1833,44.5333,38.0
26.9,44.7833,38.0
26.8833,44.25,38.0
27.1,45.0,38.0
25.4,43.8667,38.0
26.4167,47.2,38.0
26.3,46.95,38.0
26.3,46.55,38.0
26.5333,46.4667,38.0
26.6167,46.3,38.0
26.9333,44.8667,38.0
24.1033,44.71,38.0
30.6433,69.4036,38.0
30.6197,69.4022,38.0
30.6614,69.3964,38.0
36.5,54.6167,38.0
55.6667,58.0833,38.0
35.1667,52.3333,38.0
57.4167,63.7667,38.0
39.8667,46.1333,38.0
61.3333,55.6667,38.0
36.3667,55.6,38.0
54.5833,56.0667,38.0
55.9167,55.0333,38.0
56.5,54.5833,38.0
55.5833,53.9167,38.0
57.65,51.5167,38.0
46.0333,52.05,38.0
28.0167,59.2167,38.0
36.95,62.05,38.0
33.3,60.85,38.0
55.0,53.5,38.0
13.9769,55.45,38.0
40.34,37.1033,38.0
34.2167,49.35,38.0
36.65,49.7833,38.0
29.9333,50.1167,38.0
32.1833,48.85,38.0
29.4833,50.25,38.0
29.9667,48.1667,38.0
32.2833,48.5667,38.0
34.9167,50.1667,38.0
35.7333,48.7667,38.0
39.35,48.5833,38.0
23.85,49.2,38.0
-2.7,53.2167,38.0
116.983,40.55,38.0
100.75,21.9833,38.0
98.8483,39.5967,38.0
98.45,40.1167,38.0
78.55,17.4167,38.0
74.9983,17.99,38.0
77.4567,15.685,38.0
77.135,15.775,38.0
78.0533,11.29,38.0
140.5,36.4,38.0
67.4167,44.0,38.0
70.3167,48.2667,38.0
75.5733,51.44,38.0
77.0667,42.2333,38.0
73.6417,42.745,38.0
100.23,46.35,38.0
117.27,47.14,38.0
117.603,9.3867,38.0
72.5,55.1167,38.0
65.8333,59.6667,38.0
106.667,52.8333,38.0
105.1,53.2833,38.0
136.667,51.0,38.0
89.9167,55.0,38.0
91.3333,53.8333,38.0
99.2667,55.0667,38.0
100.617,54.6333,38.0
103.633,53.9333,38.0
103.8,53.35,38.0
114.8,56.0167,38.0
115.783,55.8333,38.0
109.0,54.6833,38.0
98.25,70.0,38.0
72.5,54.75,38.0
74.0833,54.3333,38.0
75.5833,54.1667,38.0
108.503,54.1833,38.0
101.935,16.845,38.0
54.5,39.1667,38.0
67.6667,37.5667,38.0
48.8017,15.7183,38.0
24.10333333,44.71,38.0
25.45833333,44.57333333,38.0
-124.1,46.85,38.0
-122.5783,46.5467,38.0
8.6783,46.1533,38.0
-8.1675,5.333333333,38.0
-2.745833333,19.2,38.0
-67.2322,45.0084,38.0
-104.2667,32.4,38.0
24.4633,46.7583,38.0
24.63,46.3867,38.0
100.2319,46.3529,38.0
117.2727,47.14,38.0
77.06666667,42.23333333,38.0
73.64,42.80833333,38.0
71.52333333,40.41666667,38.0
59.4165,54.25,38.0
109.0,54.68333333,38.0
106.75,52.91666667,38.0
-6.74,30.515,38.0
-10.33333333,6.816666667,38.0
30.41666667,-18.1,38.0
7.559,6.8053,38.0
-8.2,5.666666667,38.0
29.98333333,59.81666667,38.0
28.96666667,58.91666667,38.0
29.57,49.48,38.0
29.1,49.39,38.0
32.27,48.35,38.0
32.27,48.08,38.0
32.29,48.46,38.0
33.0,48.29,38.0
32.45,48.28,38.0
32.26,48.14,38.0
32.15,48.13,38.0
34.88333333,49.05,38.0
35.15,50.03333333,38.0
35.13333333,50.0,38.0
34.75,49.7,38.0
34.76666667,49.71666667,38.0
35.6,49.5,38.0
35.6,49.48333333,38.0
35.65,49.43333333,38.0
35.78333333,49.28333333,38.0
-96.455,41.825,38.0
11.1867,61.6417,38.0
-62.965,-17.97166667,38.0
-81.2667,43.0167,38.0
-77.2333,43.8667,38.0
-81.6167,43.2333,38.0
75.56666667,51.43333333,38.0
58.14166667,51.45666667,38.0
107.7217,43.9833,38.0
108.3833,43.85,38.0
-116.4217,33.6167,38.0
137.738,35.4754,38.0
138.1592,34.6308,38.0
76.8265,40.5496,38.0
105.0,53.2667,38.0
-108.0898,75.039,38.0
-108.3408,75.5342,38.0
-104.0372,76.6089,38.0
-115.8736,73.5284,38.0
-86.3019,77.2575,38.0
-122.8783,41.58,38.0
-122.4983,41.425,38.0
9.06111,45.55556,38.0
9.63333,45.48889,38.0
10.07222,45.42222,38.0
10.2,45.38889,38.0
9.81667,45.38889,38.0
-78.7119,47.4022,38.0
78.054444,11.290556,38.0
-101.7833,46.6667,38.0
-102.1333,47.0167,38.0
77.883997,11.357596,38.0
77.16,14.21,38.0
77.16027778,14.20555556,38.0
77.14166667,15.775,38.0
77.46388889,15.68611111,38.0
74.99027778,17.99,38.0
-63.48833333,-21.12333333,38.0
-63.57833333,-20.265,38.0
-62.95666667,-20.25166667,38.0
30.18333333,53.08333333,38.0
26.36666667,55.6,38.0
25.21666667,53.36666667,38.0
131.5333333,49.13333333,38.0
43.81666667,41.06666667,38.0
-50.08333333,-16.23333333,38.0
-42.83333333,-12.5,38.0
-122.0755,48.9368,38.0
-101.64167,18.89167,38.0
24.02333333,51.745,38.0
24.48333333,52.725,38.0
-38.258983,-12.487506,38.038
103.7166667,51.65,38.09988
84.935,45.2017,38.1
-71.65910582,4.80844379,38.1
8.615,45.93666667,38.1017
11.173,61.289,38.10720268
11.185,61.291,38.10720268
-73.39796907,4.067739122,38.11
-97.13166667,49.81166667,38.129
-117.62,40.5367,38.2
-117.62,40.5517,38.2
-117.69,40.5683,38.2
-117.69,40.5917,38.2
-118.46,41.5633,38.2
-119.74,39.2917,38.2
-107.08,34.12,38.2
-113.57,39.2267,38.2
83.775,41.0014,38.2
125.88,42.4117,38.2
158.36,-8.3567,38.2
-92.6133,49.7567,38.3
36.81666667,0.2,38.3
79.55722222,18.80694444,38.3
158.657,-7.9483,38.4
61.58333333,55.66666667,38.4
139.517,35.5,38.4
175.5,-37.28,38.4
-73.64241906,3.870739122,38.41
114.26997,4.257398,38.46696995
-17.03333333,14.48333333,38.47
-17.0333,14.49,38.5
-81.1675,46.7481,38.5
-88.4128,50.4339,38.5
-101.88,54.78,38.5
-111.84,25.3754,38.5
-108.69,31.89,38.5
-92.0333,22.9833,38.5
85.5017,45.9867,38.5
85.2811,45.1917,38.5
77.63194444,14.30583333,38.5
30.83333333,69.41666667,38.5
85.28111111,45.19166667,38.5
106.1833333,56.98333333,38.51856
102.05,53.88333333,38.51856
34.97111,31.92028,38.548
141.7666667,45.28333333,38.548
-78.96,49.82,38.6
-72.4915087,4.57477056,38.6
42.08333333,4.7,38.6
27.15,46.81666667,38.6450976
36.76666667,-1.3,38.7
35.55166667,31.745,38.74074
26.08333333,47.46666667,38.78568
-92.61,49.7567,38.8
-121.966,49.3333,38.8
-88.8007,49.3359,38.8
-52.36,-18.84,38.8
88.5425,44.8119,38.8
-72.77537765,4.51233847,38.8
139.55,36.2333,38.8
76.8334,40.495,38.8
88.53972222,44.81194444,38.8
28.4383,-28.6317,38.9
-105.43,36.7,38.9
-69.6067,74.0167,38.9
84.685,44.3833,38.9
112.816,34.4181,38.9
-72.64079826,4.956668525,38.9
118.3811111,33.10277778,38.9
106.5666667,52.2219,38.93724
33.39264085,48.02038165,38.93724
90.19950119,54.02576254,38.93724
161.0652122,55.01739916,38.93724
45.59916667,24.27,38.9391
6.1917,21.0083,39.0
9.0,22.0,39.0
34.25,24.0667,39.0
34.63,23.97,39.0
32.5667,23.3933,39.0
42.8333,4.7,39.0
36.7667,-1.3,39.0
36.28,-0.25,39.0
34.4,-11.5,39.0
34.4833,-10.85,39.0
-4.2383,32.6683,39.0
12.185,14.2067,39.0
21.6533,-29.0183,39.0
36.2833,-3.3833,39.0
-102.056,64.6567,39.0
-87.8333,48.2083,39.0
-87.8533,48.67,39.0
-87.75,48.5467,39.0
-87.1917,47.9833,39.0
-86.4067,48.395,39.0
-89.345,48.035,39.0
-86.68,48.585,39.0
-85.09,47.36,39.0
-140.1,66.34,39.0
-112.32,56.64,39.0
-115.05,57.16,39.0
-123.516,50.1667,39.0
-125.303,49.78,39.0
-91.7,48.9,39.0
-101.641,18.8917,39.0
-89.5333,47.7,39.0
-88.855,48.175,39.0
-86.0167,33.2667,39.0
-123.875,46.15,39.0
-122.978,42.3883,39.0
-97.6667,48.6333,39.0
-88.25,31.0,39.0
-112.658,44.23,39.0
-112.126,44.0817,39.0
-122.415,43.8,39.0
-122.881,44.8617,39.0
-122.905,44.4717,39.0
-122.993,44.3333,39.0
-71.7667,43.0,39.0
-115.688,33.9883,39.0
-81.5417,31.1367,39.0
-120.926,45.8833,39.0
-97.9383,35.02,39.0
-98.15,35.0383,39.0
-95.43,34.82,39.0
-110.93,34.54,39.0
-122.5,41.425,39.0
-116.42,33.6167,39.0
-84.7,33.4983,39.0
-94.05,42.6267,39.0
-116.24,42.5767,39.0
-88.47,47.2833,39.0
-116.45,36.8217,39.0
-104.27,32.4,39.0
-122.99,44.3333,39.0
-102.53,44.75,39.0
-113.81,38.7733,39.0
-95.95,28.34,39.0
-96.13,28.57,39.0
-100.28,28.57,39.0
-94.93,29.05,39.0
-98.68,29.11,39.0
-98.59,29.14,39.0
-95.04,29.42,39.0
-97.9,29.54,39.0
-97.67,29.64,39.0
-99.35,32.59,39.0
-101.0,33.69,39.0
-101.25,32.68,39.0
-100.51,35.13,39.0
-101.67,33.1,39.0
-99.44,32.37,39.0
-101.09,32.87,39.0
-100.66,32.96,39.0
-101.35,33.0,39.0
-99.31,31.97,39.0
-99.52,32.27,39.0
-99.51,32.12,39.0
-98.45,32.78,39.0
-99.9,32.93,39.0
-101.86,32.13,39.0
-100.09,30.91,39.0
-101.68,33.51,39.0
-101.98,36.15,39.0
-99.57,32.19,39.0
-100.17,31.45,39.0
-100.59,34.37,39.0
-102.99,35.54,39.0
-100.58,33.33,39.0
-100.95,31.74,39.0
-100.02,31.02,39.0
-99.3,32.37,39.0
-100.38,30.67,39.0
-101.07,31.01,39.0
-100.83,30.73,39.0
-99.96,32.06,39.0
-101.03,33.39,39.0
-100.35,31.19,39.0
-99.58,31.2,39.0
-99.8,32.22,39.0
-99.96,31.28,39.0
-99.89,32.54,39.0
-100.77,35.34,39.0
-98.17,32.56,39.0
-102.7,35.37,39.0
-102.74,31.23,39.0
-98.35,32.8,39.0
-97.94,31.19,39.0
-101.86,36.22,39.0
-100.04,32.41,39.0
-99.51,31.4,39.0
-101.32,35.43,39.0
-98.43,32.5,39.0
-100.9,32.08,39.0
-100.17,30.82,39.0
-99.95,30.3,39.0
-101.58,31.53,39.0
-100.5,31.14,39.0
-101.97,35.54,39.0
-99.06,32.04,39.0
-100.18,30.75,39.0
-98.28,32.52,39.0
-103.46,30.98,39.0
-102.09,35.61,39.0
-100.91,31.45,39.0
-100.22,30.93,39.0
-101.91,34.67,39.0
-98.4,32.55,39.0
-101.77,35.4,39.0
-98.51,31.46,39.0
-102.04,33.49,39.0
-100.76,31.53,39.0
-99.75,32.73,39.0
-102.49,31.86,39.0
-99.96,30.55,39.0
-100.73,34.39,39.0
-101.16,32.56,39.0
-101.15,33.63,39.0
-101.87,35.93,39.0
-100.81,32.93,39.0
-103.56,31.42,39.0
-100.19,32.06,39.0
-101.81,32.62,39.0
-101.0,31.71,39.0
-101.48,35.6,39.0
-102.34,31.18,39.0
-100.02,30.8,39.0
-99.62,32.17,39.0
-99.91,32.62,39.0
-99.62,32.32,39.0
-101.38,32.12,39.0
-101.18,33.42,39.0
-101.95,35.93,39.0
-101.84,30.96,39.0
-102.25,36.97,39.0
-98.57,32.3,39.0
-99.72,32.21,39.0
-98.41,32.39,39.0
-99.88,32.04,39.0
-98.31,32.56,39.0
-100.9,32.45,39.0
-112.0,48.53,39.0
-109.51,48.15,39.0
-104.43,46.0,39.0
-112.05,48.85,39.0
-112.54,48.69,39.0
-108.75,48.21,39.0
-105.76,46.78,39.0
-112.39,48.5,39.0
-96.88,33.47,39.0
-97.43,33.7,39.0
-103.6,32.95,39.0
-103.26,33.91,39.0
-103.04,36.82,39.0
-103.32,32.41,39.0
-103.29,32.65,39.0
-104.25,32.82,39.0
-103.66,32.52,39.0
-103.65,33.72,39.0
-104.33,32.22,39.0
-104.69,32.2,39.0
-91.49,28.53,39.0
-92.42,28.57,39.0
-91.98,28.6,39.0
-90.98,28.71,39.0
-90.88,28.81,39.0
-92.61,28.91,39.0
-90.13,29.04,39.0
-89.54,29.05,39.0
-90.25,29.07,39.0
-90.22,29.07,39.0
-91.38,29.23,39.0
-89.74,29.34,39.0
-90.41,29.43,39.0
-89.97,29.47,39.0
-90.0,29.49,39.0
-90.18,29.59,39.0
-89.03,29.88,39.0
-91.78,30.01,39.0
-91.39,30.08,39.0
-91.79,30.15,39.0
-91.06,30.2,39.0
-91.06,30.23,39.0
-91.88,30.29,39.0
-92.22,30.39,39.0
-92.01,30.48,39.0
-91.48,30.48,39.0
-91.77,30.67,39.0
-92.88,30.74,39.0
-91.91,31.1,39.0
-85.18,31.35,39.0
-87.48,32.21,39.0
-90.16,32.28,39.0
-89.56,33.11,39.0
-86.35,30.9,39.0
-85.3,30.94,39.0
-95.32,27.02,39.0
-95.33,27.02,39.0
-67.97,44.52,39.0
-69.5,44.02,39.0
-112.622,37.745,39.0
-179.183,51.4167,39.0
-63.2833,-18.4867,39.0
-64.3483,-22.6817,39.0
-51.3983,-18.8983,39.0
-41.9083,-20.82,39.0
-83.96,22.67,39.0
-86.36,20.41,39.0
-92.84,17.4,39.0
-92.85,17.87,39.0
-93.85,17.92,39.0
-94.48,17.95,39.0
-92.54,18.19,39.0
-94.24,18.2,39.0
-93.85,18.35,39.0
-97.45,20.8,39.0
-77.9,8.8667,39.0
-79.1167,-6.5833,39.0
118.23,-22.33,39.0
120.0,-33.67,39.0
117.87,-27.45,39.0
134.057,-10.4517,39.0
125.615,-26.5283,39.0
124.572,-12.2467,39.0
50.25,40.3667,39.0
28.1167,52.8167,39.0
15.9,46.0,39.0
15.9,44.4,39.0
14.9,43.9,39.0
16.1967,49.4567,39.0
30.0167,62.45,39.0
10.5333,51.2167,39.0
14.65,51.6833,39.0
13.2833,50.9667,39.0
34.9717,31.92,39.0
15.4017,41.3183,39.0
16.95,35.53,39.0
8.94,45.49,39.0
9.94,45.44,39.0
9.87,45.41,39.0
58.4167,50.1667,39.0
2.985,63.4567,39.0
2.36,63.6033,39.0
10.0767,60.5183,39.0
21.25,51.2,39.0
26.0833,47.4667,39.0
24.9083,46.5633,39.0
26.6333,45.2167,39.0
23.7317,44.97,39.0
24.8017,44.82,39.0
30.6458,69.4067,39.0
30.6522,69.4069,39.0
44.9167,51.0,39.0
37.5833,50.5,39.0
29.95,60.0833,39.0
53.75,54.5,39.0
44.9167,53.8667,39.0
47.8333,50.5,39.0
54.5833,56.5833,39.0
56.5,54.8333,39.0
33.4167,60.8167,39.0
44.9333,53.8833,39.0
55.3333,56.1667,39.0
37.9167,45.1667,39.0
39.0,44.9167,39.0
34.1333,57.0833,39.0
22.9167,66.05,39.0
28.5,39.6067,39.0
41.7683,37.8267,39.0
30.3833,46.4333,39.0
32.2167,48.7,39.0
29.05,49.2167,39.0
35.3333,49.6333,39.0
34.7,50.2,39.0
24.55,50.8833,39.0
36.2833,49.6,39.0
35.3667,49.55,39.0
35.7,49.45,39.0
32.6167,50.6,39.0
23.6833,49.2,39.0
-3.25,56.15,39.0
-4.6167,52.8333,39.0
-2.3333,52.0833,39.0
-5.0,51.8667,39.0
115.5,40.6833,39.0
93.3,38.5333,39.0
94.4703,38.7192,39.0
145.8,44.0,39.0
76.4333,14.1667,39.0
75.1517,19.2483,39.0
74.0333,19.6367,39.0
78.5083,20.1167,39.0
78.25,11.455,39.0
141.717,43.1,39.0
141.6,45.25,39.0
141.767,45.2833,39.0
135.483,34.6,39.0
72.55,52.2383,39.0
72.8333,45.0667,39.0
71.5833,53.3333,39.0
69.25,53.3667,39.0
71.95,52.4667,39.0
68.25,53.0167,39.0
75.8,49.2833,39.0
70.3167,48.35,39.0
74.0667,47.7833,39.0
82.7717,49.5217,39.0
78.54,42.6783,39.0
80.5,57.9,39.0
80.3333,61.0,39.0
105.033,53.3333,39.0
137.183,50.65,39.0
100.683,54.6333,39.0
104.267,54.45,39.0
102.417,53.6,39.0
104.083,53.3167,39.0
107.583,52.3,39.0
119.333,58.25,39.0
108.417,54.15,39.0
60.06,55.0667,39.0
89.0,70.8333,39.0
101.167,57.1,39.0
106.233,52.65,39.0
104.583,52.1167,39.0
87.9917,71.7117,39.0
102.728,16.44,39.0
48.915,15.61,39.0
23.73166667,44.97,39.0
24.80166667,44.82,39.0
-122.9783,42.3883,39.0
-122.9933,44.3333,39.0
-83.9583,22.6667,39.0
-67.9733,44.517,39.0
-69.4974,44.0191,39.0
24.4883,46.65,39.0
24.6433,46.6283,39.0
79.175,42.06666667,39.0
75.13333333,41.30833333,39.0
131.6233,34.125,39.0
117.8324712,-27.68911149,39.0
11.65,51.69166667,39.0
108.3666667,53.86666667,39.0
108.4166667,54.15833333,39.0
108.4403333,54.15983333,39.0
36.28333333,-3.383333333,39.0
21.65333333,-29.01833333,39.0
32.5775,23.39361111,39.0
34.25,24.06666667,39.0
6.294,20.919,39.0
-4.23806,32.66805556,39.0
36.28333333,-0.25,39.0
29.95,60.08333333,39.0
29.51,49.04,39.0
32.1,48.39,39.0
32.43,48.38,39.0
34.2,49.33333333,39.0
34.2,49.3,39.0
34.7,50.11666667,39.0
34.88333333,49.06666667,39.0
35.15,50.01666667,39.0
34.78333333,49.93333333,39.0
35.03333333,49.58333333,39.0
35.53333333,49.5,39.0
35.78333333,49.41666667,39.0
35.75,46.66666667,39.0
125.615,-26.52833333,39.0
-113.8146,38.7728,39.0
-79.11666667,-6.583333333,39.0
72.83333333,45.06666667,39.0
72.55,52.23333333,39.0
82.76666667,49.51666667,39.0
-115.6883,33.9883,39.0
-125.3033,49.78,39.0
105.0167,53.2667,39.0
-101.0711,56.8889,39.0
9.25,45.47778,39.0
9.95,45.45556,39.0
9.45556,45.41667,39.0
9.75556,45.41111,39.0
