lon,lat,Bed Elevation,Mean Curvature,Sedthk,CurieDepth,Rocktype,LAB,Magnet Anolay,distance_to_volcano,distance_to_hotspot,moho,Bouguer Gravity,MiddleCrustThickness,UpperCrustThickness,Vp (km/s),Vs (km/s),TectReign,heat flow
147.5,-39,-64.60181,-0.088551833,1.608935136,24.14086811,9999,78.82882242,72.42342728,1547.187106,407.0293678,30.26993332,171.1179451,-18.24779495,-9.897402784,7.8401,4.22385,4,65
148,-39,-153.24959,-0.067030333,1.597724626,25.15938622,9999,82.20754136,21.73746337,1535.499939,449.0270829,29.81980321,187.777861,-17.69611792,-9.728080041,7.82644,4.21025,4,72
174.5,-39,180.53195,-0.1173,2.36078493,17.79234533,5,102.8479992,4.812913964,48.67221159,1555.27933,26.26221527,207.4472148,-16.75534332,-9.683096026,8.00493,4.38794,4,75.66666667
-63.5,-39,48.511944,-0.0567055,1.158335381,27.38724089,3,91.61213069,19.33357844,493.1565206,1490.384285,36.90973729,144.3269613,-19.0425942,-13.37084205,8.04094,4.42271,3,77
175.5,-39,545.8031,-0.129178333,1.421936878,12.25630011,11,102.6314344,-1.648665582,17.42787416,1641.35852,25.83119739,182.3535952,-16.57279461,-9.542930745,8.02704,4.4098,3,79.32352941
144,-39,-74.32497,-0.091502222,1.75070596,13.26075433,9999,71.33211483,-35.30915265,1663.814338,141.1969316,27.30935914,156.7883885,-18.59700629,-10.00542223,7.95548,4.33881,3,84.8
172.5,-39,-285.54614,-0.071779,3.156528271,24.91803544,9999,102.5213957,6.639339173,128.2759603,1382.983891,26.9886888,231.7316388,-15.60412339,-8.917765179,7.96525,4.34891,4,85
-73,-39,122.43106,-0.074429889,0.630165004,28.62615157,1,46.36288,10.33076553,113.9945067,772.1145771,45.17968343,147.716351,-19.0425942,-9.168736849,7.93429,4.3171,5,89
146.5,-39,-6.2035627,-0.108328333,1.624921617,17.45516767,9999,74.00224017,21.88231891,1574.46878,324.2126858,30.21940105,149.9341712,-18.94656298,-10.10799559,7.86392,4.24755,3,89.12
176,-39,583.30334,-0.129347778,1.261930948,11.07095256,12,102.3736621,-17.10288962,26.02329311,1684.379712,25.60448632,170.8598225,-16.17603758,-9.307635939,8.03719,4.41984,3,98.06666667
175.5,-38.5,330.90732,-0.1136075,0.3,13.35926922,12,101.9109648,-2.013713542,27.43147358,1647.337514,26.16,204.7749063,-23.88,-12.94,8.01897,4.40162,3,8.513333333
177,-38.5,397.47958,-0.108238333,1.305650132,21.12907167,3,101.2582717,-39.08535657,59.0114115,1776.809937,25.06564074,164.552435,-14.45961798,-8.304278549,8.0571,4.43944,3,29
145,-38.5,23.306543,-0.107155,1.585743933,15.44904022,1,72.0574514,10.0130621,1574.559989,183.2780267,29.54555706,174.4556146,-19.85691905,-10.40849795,7.92767,4.31106,3,42.74
174.5,-38.5,102.84326,-0.10026275,3,18.68401667,3,101.9893286,41.93879724,75.38135247,1560.961735,26.19,224.1596535,-20.45,-12.45,7.99272,4.37567,4,43
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
140.5,-38.5,-220.30896,-0.00412785,7,26.33824233,9999,100.0495048,-68.09031151,1789.081509,225.2685068,26.04,206.2308432,-14.21,-10.41,8.06222,4.44551,6,45.9
173.5,-38.5,-322.4284,-0.07898025,5,18.89355922,9999,101.7638506,-24.78322658,84.8973465,1474.540858,27.61,232.3423223,-19.97,-12.65,7.96764,4.35095,4,46
177.5,-38.5,517.34485,-0.0942805,2.8,23.429941,5,100.8891024,-53.94886007,85.1925641,1819.941573,29.56,136.2278432,-24.91,-14.61,8.07038,4.45283,6,50
141.5,-38.5,22.74021,-0.04352175,6.8,19.68750822,1,79.90035869,30.27185944,1734.871267,142.2936654,25.47,174.3042067,-17.88,-11.51,8.04525,4.42849,3,54.74875
-62.5,-38.5,253.34859,-0.05722325,1,27.65148511,3,98.80244661,25.38793103,568.2040238,1559.273703,36.65,135.2658345,-25.29,-13.08,8.07622,4.45754,2,55
141,-38.5,-13.568684,-0.0252175,2.010266688,22.56859311,9999,90.7804519,-26.2409827,1761.563584,183.2780267,24.94984365,189.1912815,-17.53454116,-9.818443126,8.05381,4.43707,6,59.31428571
148,-38.5,-69.2468,-0.07826,1.504973662,24.52567089,9999,81.96168355,-17.20430653,1481.807681,440.0858419,30.84532482,171.9845677,-18.52435933,-10.02389681,7.83969,4.22329,4,61.4
143.5,-38.5,148.63568,-0.091384,0.55,16.95473878,2,73.67802612,-25.34190361,1637.159283,70.69222243,25.87,162.5889093,-22.53,-10.64,7.97893,4.36217,3,61.57428571
178,-38.5,173.65974,-0.071123667,1.357681934,21.76384556,5,100.4666188,-24.28909102,114.8329598,1863.059667,24.57203037,167.0354772,-12.64526572,-7.307193931,8.07882,4.46149,6,62
142,-38.5,51.148663,-0.058791833,1.958209629,18.04391244,2,78.06685363,-10.48148337,1709.043843,103.5193035,25.86607912,174.4201838,-18.17788187,-9.980718642,8.03477,4.41797,3,62
175,-38.5,208.06258,-0.107951667,1.861476779,16.38497911,5,102.0200666,23.15735628,52.96267409,1604.155454,26.00466145,225.6201338,-16.25616313,-9.36577296,8.00679,4.38957,4,62.7
148.5,-38.5,-433.084,-0.05310975,4.2,24.58878633,9999,85.20024098,13.84036544,1471.018498,483.4113085,36.63,214.7069444,-16.33,-9.44,7.82818,4.21171,4,62.97142857
147,-38.5,5.034443,-0.10689,1.515076472,21.01553022,1,76.45095486,9.443827689,1507.536179,353.660617,31.27771462,138.5014669,-19.49169673,-10.31988796,7.86344,4.24704,3,65.45
142.5,-38.5,96.46632,-0.071923,2.5,17.35997867,2,76.30156431,-3.334624556,1684.121685,70.69222243,25.43,171.5411713,-22.36,-12.46,8.01806,4.40125,3,67.24111111
146,-38.5,195.99484,-0.112268333,1.536216066,20.19154389,2,73.42308633,66.43072305,1538.558784,267.7913023,30.6891615,166.1408862,-19.90707847,-10.43470681,7.88956,4.27306,3,68.3
146.5,-38.5,136.71742,-0.1117675,1.9,19.697195,5,74.68326191,8.14646736,1522.404809,310.6268933,31.7,152.485588,-26.77,-15.07,7.87555,4.25909,3,68.814
144.5,-38.5,-6.504556,-0.1030425,1.69,15.92971044,9999,72.28175681,2.29109872,1594.323056,142.2936654,26.94,156.7998841,-23.96,-11.99,7.94457,4.32793,3,70.915
147.5,-38.5,-42.782158,-0.09636775,3.2,23.86178844,9999,78.96556323,10.33490685,1493.9916,396.8269668,34.47,152.2252279,-22.56,-12.9,7.85162,4.23525,4,71
145.5,-38.5,111.697876,-0.11042,1.6,17.48997944,3,72.50858347,50.7282826,1555.957726,225.2685068,28.93,160.7405069,-23.17,-11.54,7.90814,4.29158,3,78.62875
143,-38.5,137.23018,-0.0826835,1.807288226,17.43023689,2,74.75085887,-29.85894523,1660.146123,55.59754012,26.96497326,168.0183807,-18.86738544,-10.14655267,7.99785,4.38106,3,79.13142857
173,-38.5,-876.5268,-0.066922,3.256769764,20.73080511,9999,101.6060241,-9.166726049,112.2897608,1431.314482,26.81798168,250.4014949,-15.33812121,-8.822550908,7.95884,4.34231,4,80
144,-38.5,47.23441,-0.097954167,1.670338413,16.08868811,5,72.88694158,-6.924313889,1615.203893,103.5193035,28.22695458,159.133677,-19.47295983,-10.29931406,7.96138,4.34468,3,83.265
174,-38.5,-84.37549,-0.090397667,3.017865079,19.19603144,9999,101.8881626,91.81945584,74.5460041,1517.75674,26.43356386,216.9807043,-16.05141046,-9.284005607,7.97888,4.36201,4,101
176,-38.5,439.78558,-0.116296667,1.122612415,12.83219333,12,101.7312252,45.47746852,11.29831433,1690.507533,25.54558606,185.2084142,-15.72778927,-9.015796382,8.031,4.41352,3,119.59375
-72,-38.5,1098.2614,-0.116121667,0.660969863,12.21953433,2,57.20801871,-144.8937132,37.59650715,802.306209,45.62443551,86.54605657,-19.0425942,-10.26782258,7.93565,4.31809,3,178.5
139,-38,-1314.5372,0.031472422,1.027686519,31.07802922,9999,106.1128629,-76.88593546,1836.479652,350.4646894,23.89246385,262.9276983,-14.61448979,-8.661154823,8.09193,4.47546,6,49
139.5,-38,-452.7168,0.005384417,1.046271384,27.70109511,9999,105.1129663,-87.13584587,1805.860507,306.6621387,24.44446732,222.0216716,-14.88836337,-8.767760733,8.08774,4.47121,6,52
141.5,-38,151.03174,-0.0649025,1.934794364,18.30938844,3,82.53254699,15.70512467,1690.872031,131.4329557,26.55083823,177.7608917,-18.76861357,-10.19590209,8.04973,4.43302,3,52.84
141,-38,78.73452,-0.052257778,1.960244888,19.56675878,1,93.68609909,-24.37850779,1718.418497,175.2424653,26.14969638,176.9179432,-18.46301666,-10.11873515,8.06029,4.44361,6,58
140,-38,-25.91076,-0.017351944,1.060940799,22.93867656,9999,104.1028774,-11.98823993,1775.95222,262.8573734,24.84767622,188.7578984,-15.14477007,-8.867943126,8.07968,4.4631,6,65.33333333
140.5,-38,54.654633,-0.0367805,1.071171772,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.13894448,177.5103419,-15.37355416,-8.955880985,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.071171772,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.13894448,177.5103419,-15.37355416,-10.04492947,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.071171772,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.13894448,177.5103419,-18.18261698,-8.955880985,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.071171772,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.13894448,177.5103419,-18.18261698,-10.04492947,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.071171772,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.77873764,177.5103419,-15.37355416,-8.955880985,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.071171772,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.77873764,177.5103419,-15.37355416,-10.04492947,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.071171772,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.77873764,177.5103419,-18.18261698,-8.955880985,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.071171772,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.77873764,177.5103419,-18.18261698,-10.04492947,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.954776012,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.13894448,177.5103419,-15.37355416,-8.955880985,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.954776012,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.13894448,177.5103419,-15.37355416,-10.04492947,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.954776012,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.13894448,177.5103419,-18.18261698,-8.955880985,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.954776012,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.13894448,177.5103419,-18.18261698,-10.04492947,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.954776012,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.77873764,177.5103419,-15.37355416,-8.955880985,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.954776012,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.77873764,177.5103419,-15.37355416,-10.04492947,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.954776012,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.77873764,177.5103419,-18.18261698,-8.955880985,8.07015,4.45353,6,65.88627907
140.5,-38,54.654633,-0.0367805,1.954776012,21.65006544,5,103.2080743,37.66573364,1746.791973,219.0507101,25.77873764,177.5103419,-18.18261698,-10.04492947,8.07015,4.45353,6,65.88627907
142.5,-38,221.48283,-0.083689,1.797660026,17.66661456,1,78.91109866,-12.92681365,1638.428194,43.81140679,27.46717394,177.2270171,-19.41811428,-10.35374534,8.02527,4.4085,3,76.245
146.5,-38,434.82443,-0.116013333,1.40018235,20.05010178,3,75.78986906,-20.89768844,1470.594442,306.6621387,31.97878964,152.5401365,-20.55497511,-10.67251575,7.89587,4.27924,3,76.64
175,-38,73.01784,-0.092502,1.823016448,19.66277433,1,101.0600954,51.12465588,8.622658765,1611.843586,25.94705986,224.7165025,-15.60528868,-8.970801723,7.99658,4.37928,4,81.0125
143,-38,255.16434,-0.090821778,1.71715364,17.13633178,2,77.36210582,-0.216160636,1613.618096,0,27.99327443,156.1208335,-19.73684272,-10.43117349,8.00814,4.39136,3,83.825
144.5,-38,112.501884,-0.10573,1.525053445,17.28495111,2,74.42157017,13.73365289,1545.380674,131.4329557,29.80081641,159.9943362,-20.50173167,-10.6321362,7.9542,4.33748,3,86
147.5,-38,138.81418,-0.105668667,1.380434562,19.99314722,5,79.35104374,-5.854239107,1440.974006,394.2647084,32.20023676,163.8104954,-19.90151397,-10.48062627,7.87028,4.25362,4,88
175.5,-38,150.43031,-0.096445167,1.291956963,16.65184456,1,101.0318364,1.647848533,6.985618725,1655.122316,25.71354492,221.9251109,-15.4481668,-8.845002716,8.01026,4.3928,3,90.44666667
-71.5,-38,1663.3248,-0.132726667,0.694675075,14.7431972,7,58.09386895,115.4807826,47.9078788,807.6719119,44.47521814,55.96662951,-19.0425942,-10.71327557,7.94922,4.33143,3,94.02363636
178,-38,227.47507,-0.068553889,1.092895949,21.081089,3,99.851476,-29.88647399,91.42238308,1871.367755,24.48430967,147.3212895,-12.18270213,-7.000117091,8.07497,4.45755,6,96.9
176,-38,111.04994,-0.097902444,1.01666656,17.74991789,12,100.9272671,-22.24162933,20.53732251,1698.391927,25.47461319,220.9720334,-15.07160722,-8.601112732,8.02317,4.40558,3,97.84451613
-74,-38,-242.92029,0.012202644,0.554782692,21.54692244,9999,61.43650956,-22.43056038,220.8252578,632.3662089,38.03814833,223.5158183,-19.0425942,-7.734943285,7.91761,4.30077,5,99.33333333
143.5,-38,330.06274,-0.096787,1.640218256,18.12321489,3,76.13196714,-26.67259539,1589.809263,43.81140679,28.56192994,158.568206,-20.03575104,-10.50561934,7.98968,4.37292,3,108
175.5,-37.5,125.91695,-0.07945675,0.5,19.377347,10,100.0460445,-78.66359182,37.21474766,1657.423747,27.04,229.2556605,-19.64,-10.84,8.00041,4.38288,3,50.7
139,-37.5,-189.59215,-0.0088179,1.058226864,29.60347067,9999,109.9527366,-113.3572185,1797.562464,356.0212125,25.93798571,186.6415353,-15.48156356,-9.007140468,8.09926,4.48287,6,53.7
174.5,-37.5,37.042236,-0.07541175,3.3,22.039555,2,99.89832513,-22.10147257,39.80112387,1575.055942,27.17,218.360157,-18.51,-11.58,7.96869,4.35148,4,55.9
139.5,-37.5,-23.3368,-0.0299735,5.5,25.20206311,9999,108.841396,-3.312509111,1766.073339,312.6846131,29.63,174.2049098,-13.79,-8.48,8.09489,4.47845,6,58.33333333
142,-37.5,300.61646,-0.084728167,1.770836269,19.10883333,1,83.96979513,26.81851028,1619.995594,104.0237523,28.06880099,165.4713918,-19.94517194,-10.55011631,8.04237,4.42568,3,59
143,-37.5,369.51932,-0.094788667,1.623594654,18.04409911,3,80.50664872,-22.22973134,1567.667962,55.59754012,29.00059187,148.6369304,-20.54509639,-10.69832794,8.018,4.40124,3,59.79
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
140.5,-37.5,62.430733,-0.06051775,3.5,22.45768889,1,106.6190315,5.60702576,1705.246834,226.7162633,28.81,165.1347552,-23.34,-12.64,8.07905,4.46252,6,65.90769231
175,-37.5,76.81479,-0.079061833,1.678538117,20.45898433,5,100.0287302,31.79667996,16.08882802,1616.122407,25.87642248,233.3254869,-14.85924863,-8.517535801,7.98518,4.36778,4,71.62
144.5,-37.5,416.5236,-0.1062775,0.05,21.14347178,3,77.09622585,-13.85320832,1496.893709,143.1190149,29.19,140.9444822,-24.84,-11.31,7.96458,4.34779,3,78.4425
-73.5,-37.5,179.29358,-0.0143654,1.5,25.83925422,1,61.57404446,6.484180591,206.6176809,630.518018,45.07,235.5584028,-23.06,-12.28,7.92744,4.31032,5,79
140,-37.5,24.147732,-0.046936167,1.083945784,23.38354433,1,107.707843,133.0192802,1735.288522,269.5449526,26.50359255,170.2920407,-15.98607005,-9.207254093,8.0878,4.47131,6,79.15384615
143.5,-37.5,340.5963,-0.09891175,0.05,19.00568633,3,79.20327331,-37.07027095,1542.997802,70.87710422,28.55,144.5109004,-24.58,-11.2,8.0015,4.38472,3,82.33333333
144,-37.5,486.0994,-0.10262,1.4876953,19.62971911,3,78.0913893,-5.268443596,1519.389466,104.0237523,30.11209252,148.1233389,-21.05642119,-10.83199973,7.98213,4.36534,3,94.55
142.5,-37.5,299.29645,-0.09012875,0.1,18.231176,1,82.18048992,12.65623945,1593.350114,70.87710422,28.71,161.524729,-22.56,-10.32,8.03121,4.41448,3,95.74
141,-37,136.96619,-0.080197222,1.760748717,22.94792033,1,49.66656,92.35103382,1634.330538,208.5424094,28.35606857,160.9472743,-20.17216532,-10.66993159,8.07385,4.45733,2,54.45666667
143.5,-37,202.28563,-0.097699167,1.481342736,18.83686144,1,83.02905318,15.05534864,1496.775449,119.6234255,30.47824158,149.2289666,-21.53411011,-11.01654726,8.01007,4.39329,3,58.34
174.5,-37,30.880878,-0.067495333,1.860562616,20.13966629,5,98.71880571,-53.85070447,55.47085145,1555.21135,26.03366196,228.2586089,-14.0462161,-8.051131241,7.95377,4.33649,4,58.68
141.5,-37,157.25275,-0.084819,1.725887855,21.40387089,1,89.75704536,2.602040516,1604.981935,172.8374349,28.70801827,160.3256087,-20.44999049,-10.74007209,8.059,4.44241,3,61.062
